Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2509,"RV Ericson, KD Haggerty","Policing the risk society",2018,"","degruyter.com","https://www.degruyter.com/document/doi/10.3138/9781442678590/html","https://scholar.google.com/scholar?cites=17088399241397176367&as_sdt=2005&sciodt=0,5&hl=en",714,"2021-09-29 11:06:12","BOOK","10.3138/9781442678590","","",,,,,2509,836.33,1255,2,3,"… While criminal law enforcement, order maintenance, and service pro- vision are obviously part of policing, they do not adequately capture the ways in which the police actually contribute to regulation, governance, and security …","https://www.degruyter.com/document/doi/10.3138/9781442678590/pdf","https://scholar.google.com/scholar?q=related:L4iIY5IwJu0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
18,"K Van der Vijver, O Zoomer","Evaluating community policing in the Netherlands",2004,"European journal of crime, criminal law and …","brill.com","https://brill.com/view/journals/eccl/12/3/article-p251_5.xml","https://scholar.google.com/scholar?cites=5914505117275872021&as_sdt=2005&sciodt=0,5&hl=en",715,"2021-09-29 11:06:12","","","","",,,,,18,1.06,9,2,17,"… Since maintaining public order and law enforcement often coincide, the mayor and the public prosecutor … That is to be realised by small-scale, community oriented policing. Community police officers are accessible, recognisable and in- dividually responsible, and they take a …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/eccc12&section=24","https://scholar.google.com/scholar?q=related:FVt1WRGLFFIJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
20,"SP Lab, JD Hirschel","Climatological conditions and crime: The forecast is…?",1988,"Justice Quarterly","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07418828800089731","https://scholar.google.com/scholar?cites=4101708921198976782&as_sdt=2005&sciodt=0,5&hl=en",716,"2021-09-29 11:06:12","","10.1080/07418828800089731","","",,,,,20,0.61,10,2,33,"… Other computerized reports concern calls for service, not merely crimes and the times of … factor in promoting human activity, rest- lessness, deviant behavior, or calls for police service, as shown … in their results, however, are traffic accidents and calls for assistance and complaints …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jquart5&section=25","https://scholar.google.com/scholar?q=related:Dp8dNIgy7DgJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
155,"BM Huebner, JA Schafer, TS Bynum","African American and White perceptions of police services: Within-and between-group variation",2004,"Journal of Criminal Justice","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047235203001302","https://scholar.google.com/scholar?cites=5588436334776178099&as_sdt=2005&sciodt=0,5&hl=en",717,"2021-09-29 11:06:12","HTML","","","",,,,,155,9.12,52,3,17,"… When evaluating perceptions of police services from a community policing perspective, it is necessary to consider a respondent's attachment to their community. Factors such as a citizen's marital status and whether they own …","https://www.sciencedirect.com/science/article/pii/S0047235203001302","https://scholar.google.com/scholar?q=related:s1U42Dwdjk0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
0,"JE Conley","Spatial analysis of the effects of revitalization on crime in the Jeffrey-Lynne community in Anaheim, California",2004,"","scholarworks.lib.csusb.edu","https://scholarworks.lib.csusb.edu/etd-project/2555/","",718,"2021-09-29 11:06:12","","","","",,,,,0,0.00,0,1,17,"… In this study, location quotients are used to analyze what effect the revitalization had on calls for service to the police. History of Anaheim … 1990) . City of Anaheim *2000 population from Anaheim Police Department … area, a pool, a computer room, and a community policing …","https://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=3572&context=etd-project","https://scholar.google.com/scholar?q=related:xNZlHWErccoJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
17,"K Koller","Working the beat: The Edmonton neighborhood foot patrol",1990,"","ncjrs.gov","https://www.ncjrs.gov/App/abstractdb/AbstractDBDetails.aspx?id=142627","https://scholar.google.com/scholar?cites=3868532203026319406&as_sdt=2005&sciodt=0,5&hl=en",719,"2021-09-29 11:06:12","BOOK","","","",,,,,17,0.55,17,1,31,"… from peacemaking in the broad sense to crime fighting in particular, the Police Service promoted a return to community policing. The neighborhood foot patrol was initiated with positions for 21 constables assigned to the areas which had placed the most calls for service in the …","","https://scholar.google.com/scholar?q=related:LgiL04rJrzUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
16,"AL Jackson, LM Boyd","Minority‐threat hypothesis and the workload hypothesis: A community‐level examination of lenient policing in high crime communities",2005,"Criminal Justice Studies","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/14786010500071113","https://scholar.google.com/scholar?cites=7472526351418169409&as_sdt=2005&sciodt=0,5&hl=en",720,"2021-09-29 11:06:12","","10.1080/14786010500071113","","",,,,,16,1.00,8,2,16,"… hypothesis, which argues that police are more likely to use full law enforcement authority (ie … effects of workload, crime rates, and racial composition on lenient policing explain approximately … that the relationship between crime and leniency will operate through police workload …","https://www.tandfonline.com/doi/pdf/10.1080/14786010500071113","https://scholar.google.com/scholar?q=related:QZgGHyC_s2cJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
294,"National Academies of Sciences, Engineering, and , ...","Proactive policing: Effects on crime and communities",2018,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=b2xRDwAAQBAJ&oi=fnd&pg=PR1&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=4QIkZgg5ox&sig=SiJSJXILHPOio0NyP7euQ4PqHPA","https://scholar.google.com/scholar?cites=9058739769413977345&as_sdt=2005&sciodt=0,5&hl=en",721,"2021-09-29 11:06:12","BOOK","","","",,,,,294,98.00,74,4,3,"… Officers, (3) with Separate Full-Time Community-Policing Units, 76 2-7 Police Departments in … Proactive Policing Strategies, 170 6-1 Community-Focused Elements in Community-Oriented Policing Interventions, 214 7-1 Racial/Ethnic Composition of Law Enforcement in the …","http://mobile.roanokeva.gov/Teams/JuvJusticeServ.nsf/xsp/.ibmmodres/domino/OpenAttachment/teams/juvjusticeserv.nsf/7D33DB4EEAE3A96785258241004C53BA/Body/Proactive%20Policing.pdf","https://scholar.google.com/scholar?q=related:AcWfNNMbt30J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
24,"MG Maxfield","Service time, dispatch time, and demand for police services: Helping more by serving less",1982,"Public administration review","JSTOR","https://www.jstor.org/stable/976012","https://scholar.google.com/scholar?cites=1722613679899763578&as_sdt=2005&sciodt=0,5&hl=en",722,"2021-09-29 11:06:12","","","","",,,,,24,0.62,24,1,39,"… Personnel costs are foremost among law enforcement agencies, and the patrol division consumes the … used as a management device since the origins of urban police,""3 although … of communications have reduced the need for decentralized and district-specific policing in large …","","https://scholar.google.com/scholar?q=related:emOn2wP05xcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
7,"FM Wong","Space Management and the Courts",1973,"US Department of Justice","ncjrs.gov","https://www.ncjrs.gov/App/abstractdb/AbstractDBDetails.aspx?id=147944","https://scholar.google.com/scholar?cites=7790166767592185290&as_sdt=2005&sciodt=0,5&hl=en",723,"2021-09-29 11:06:12","","","","",,,,,7,0.15,7,1,48,"… This can be illustrated using the following scenario: a rise in crime creates public demand for more police protection; money is spent to hire more police; arrests go up, but no one knows what to do about the increased court caseload …","","https://scholar.google.com/scholar?q=related:yp1iq2Y7HGwJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
27,"JM Shane","Compstat process",2004,"FBI L. Enforcement Bull.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/fbileb73&section=38","https://scholar.google.com/scholar?cites=12702742100985205126&as_sdt=2005&sciodt=0,5&hl=en",724,"2021-09-29 11:06:12","PDF","","","",,,,,27,1.59,27,1,17,"… purposes and to maintain clarity, the author refers to the leaders of law enforcement organizations as … An Analysis of the Impact of New York City's Police Reforms"" (New York, NY, 2001 … The findings of this study concluded that 1) ""broken windows"" policing is linked significantly …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/fbileb73&section=38","https://scholar.google.com/scholar?q=related:hlGfiqM0SbAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
49,"A Auliciems, L DiBartolo","Domestic violence in a subtropical environment: Police calls and weather in Brisbane",1995,"International Journal of Biometeorology","Springer","https://link.springer.com/article/10.1007/BF01320891","https://scholar.google.com/scholar?cites=10969697711061933643&as_sdt=2005&sciodt=0,5&hl=en",725,"2021-09-29 11:06:12","","10.1007/BF01320891","","",,,,,49,1.88,25,2,26,"… model of heat and aggression. Psychol Bull 111:342-346 Cohn EG (1993) The prediction of police calls for service: the in- fluence of weather and temporal variables on rape and domes- tic violence. J Envir Psychol 13:71-83 …","https://link.springer.com/content/pdf/10.1007/BF01320891.pdf","https://scholar.google.com/scholar?q=related:Sx5DwfIxPJgJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
55,"R Boba, JP Crank","Institutionalizing problem‐oriented policing: rethinking problem solving, analysis, and accountability",2008,"Police Practice and Research: An International …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15614260801980745","https://scholar.google.com/scholar?cites=12446615686519003345&as_sdt=2005&sciodt=0,5&hl=en",726,"2021-09-29 11:06:12","","10.1080/15614260801980745","","",,,,,55,4.23,28,2,13,"… elements of crime suppression such as preventive patrol, responding to calls for service, investigating crimes … roles and responsibilities are concordant with a problem‐oriented policing approach … The police in Cleveland sought to implement POP across the command structure …","https://www.tandfonline.com/doi/pdf/10.1080/15614260801980745","https://scholar.google.com/scholar?q=related:0RjFmgVDu6wJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
45,"HM Eigenberg, VE Kappeler, ...","Confronting the complexities of domestic violence: A social prescription for rethinking police training",2012,"Journal of police crisis …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15332586.2012.717045","https://scholar.google.com/scholar?cites=17237735474364984235&as_sdt=2005&sciodt=0,5&hl=en",727,"2021-09-29 11:06:12","","10.1080/15332586.2012.717045","","",,,,,45,5.00,15,3,9,"… annual FBI statistics that contained information on law enforcement fatalities (Law Enforcement Officers Killed … Johnson, 2008) suggests that much of the danger associated with policing domestic violence … do not take into account the relative amount of time police officers spend …","https://www.tandfonline.com/doi/pdf/10.1080/15332586.2012.717045","https://scholar.google.com/scholar?q=related:q6usoRW9OO8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
88,"S Lewis, H Rosenberg, RT Sigler","Acceptance of community policing among police officers and police administrators",1999,"Policing: An International Journal …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/13639519910299544/full/html","https://scholar.google.com/scholar?cites=4396900421473418385&as_sdt=2005&sciodt=0,5&hl=en",728,"2021-09-29 11:06:12","","10.1108/13639519910299544","","",,,,,88,4.00,29,3,22,"… Officers throughout the Racine police department have little difference of opinion regarding the community policing unit, as the … Special units created to keep pace with new theories or trends in law enforcement have often been viewed with indifference when placed in …","https://search.proquest.com/openview/671ed1297cd87c82c0871b382e196a62/1?pq-origsite=gscholar&cbl=1818932","https://scholar.google.com/scholar?q=related:kTywNqPtBD0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
158,"PK Manning","The study of policing",2005,"Police quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1098611104267325","https://scholar.google.com/scholar?cites=14944731933969566147&as_sdt=2005&sciodt=0,5&hl=en",729,"2021-09-29 11:06:12","","10.1177/1098611104267325","","",,,,,158,9.88,158,1,16,"… had been set in the 1920s by August Vollmer's attempt to make policing a profession. This was amplified by the Law Enforcement Administration Agency program, Law Enforcement Educational Program for educational benefits, and North American police union efforts …","https://journals.sagepub.com/doi/pdf/10.1177/1098611104267325","https://scholar.google.com/scholar?q=related:w0mxa4NaZs8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
89,"A Wakefield, J Fleming","The Sage dictionary of policing",2008,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=bqjN9di2UHIC&oi=fnd&pg=PP2&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=uix8qKf7NJ&sig=w5uxRoSpbzKiQdHMfZaTL8XY918","https://scholar.google.com/scholar?cites=12585854479482557990&as_sdt=2005&sciodt=0,5&hl=en",730,"2021-09-29 11:06:12","BOOK","","","",,,,,89,6.85,45,2,13,"… we are grateful to the administrative staff at the Tasmanian Institute of Law Enforcement Studies for … of policing research and the methodologies that are most prominent within police studies … The management of policing has become almost as important in the policing literature as …","https://study.sagepub.in/system/files/Ch5RennisonCompstat.pdf","https://scholar.google.com/scholar?q=related:JhZRZPfvqa4J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
59,"S Mackenzie, A Henry","Community policing: A review of the evidence",2009,"","ub01.uni-tuebingen.de","https://ub01.uni-tuebingen.de/xmlui/handle/10900/87281","https://scholar.google.com/scholar?cites=12537928608603800932&as_sdt=2005&sciodt=0,5&hl=en",731,"2021-09-29 11:06:12","","","","",,,,,59,4.92,30,2,12,"… and police visibility, they have tended to have little effect on calls for service or 'social … that it is more about changing organizational cultures and decision making processes within the police: Community policing is not a set of specific projects; rather, it involves changing decision …","https://ub01.uni-tuebingen.de/xmlui/bitstream/handle/10900/87281/0090209.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:ZIUJB6Sr_60J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
75,"S Walker","Does anyone remember team policing-Lessons of the team policing experience for community policing",1993,"Am. J. Police","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ajpol12&section=6","https://scholar.google.com/scholar?cites=1967570496488992046&as_sdt=2005&sciodt=0,5&hl=en",732,"2021-09-29 11:06:12","PDF","","","",,,,,75,2.68,75,1,28,"… somewhat ominously-this edito- rial appeared opposite an article by Herman Goldstein explaining that community policing did not involve traditional law enforcement (Goldstein, 1990 … a proposed 5,000 offi- cer increase in the size of the New York City police department was …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ajpol12&section=6","https://scholar.google.com/scholar?q=related:Lu3DIfE2ThsJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
36,"CL Gibson, S Walker, WG Jennings, ...","The impact of traffic stops on calling the police for help",2010,"… justice policy review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0887403409344165","https://scholar.google.com/scholar?cites=5736874852773081361&as_sdt=2005&sciodt=0,5&hl=en",733,"2021-09-29 11:06:12","","10.1177/0887403409344165","","",,,,,36,3.27,9,4,11,"… At a time when community-oriented and problem-solving policing are important methods for building bridges between law enforcement agen- cies and communities in which they serve, support for and cooperation with police are both critical …","https://journals.sagepub.com/doi/pdf/10.1177/0887403409344165","https://scholar.google.com/scholar?q=related:ETFpiEh5nU8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
64,"KM Lersch, T Bazley, T Mieczkowski, K Childs","Police use of force and neighbourhood characteristics: An examination of structural disadvantage, crime, and resistance",2008,"Policing & Society","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10439460802091690","https://scholar.google.com/scholar?cites=13789773574426566598&as_sdt=2005&sciodt=0,5&hl=en",734,"2021-09-29 11:06:12","","10.1080/10439460802091690","","",,,,,64,4.92,16,4,13,"… enforcement of even minor law infractions. After this initial stage of law enforcement, the police may move towards problem-oriented policing as initially developed by Goldstein (1990). The goal would be to open …","https://www.tandfonline.com/doi/pdf/10.1080/10439460802091690","https://scholar.google.com/scholar?q=related:xp_DLAEeX78J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
138,"S Carmona, A Grönlund","Measures vs actions: the balanced scorecard in Swedish Law Enforcement",2003,"International Journal of Operations & …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/01443570310506722/full/html","https://scholar.google.com/scholar?cites=8304151646476962838&as_sdt=2005&sciodt=0,5&hl=en",735,"2021-09-29 11:06:12","HTML","10.1108/01443570310506722","","",,,,,138,7.67,69,2,18,"… work. First, our study addressed the deployment of the balanced scorecards in Swedish Law Enforcement. The Swedish government enacted community policing and crime prevention as priorities of police work. Surprisingly …","https://www.emerald.com/insight/content/doi/10.1108/01443570310506722/full/html","https://scholar.google.com/scholar?q=related:Fgw82exFPnMJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
55,"CA Archbold","Policing: A text/reader",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=2r_kk4e_tQwC&oi=fnd&pg=PR1&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=vCbIhhpFgv&sig=wtfQOgrHC0zp_1ceR6iifWNaTDs","https://scholar.google.com/scholar?cites=3439410767428103531&as_sdt=2005&sciodt=0,5&hl=en",736,"2021-09-29 11:06:12","BOOK","","","",,,,,55,6.11,55,1,9,"… Section 3 discusses the types and levels of law enforcement in the United States. The changing face of policing and police culture are featured in Section 4. The hiring, training, Y ou hold in your hands a book that we think is a different approach …","","https://scholar.google.com/scholar?q=related:a600xd49uy8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
44,"WG Skogan","Community policing in the United States",1995,"Comparisons in Policing: An International Perspective …","skogan.org","http://skogan.org/files/Community_Policing_in_United_States2.Brodeur_1995.pdf","https://scholar.google.com/scholar?cites=12495816991605589941&as_sdt=2005&sciodt=0,5&hl=en",737,"2021-09-29 11:06:12","PDF","","","",,,,,44,1.69,44,1,26,"… the Police Executive Research Forum), the Police Foundation, the IACP (International Association of Police), NOBLE (National Orga- nization of Black Law Enforcement Officials), and … This is in contrast to the tight control over policing that is exercised by small groups of …","http://skogan.org/files/Community_Policing_in_United_States2.Brodeur_1995.pdf","https://scholar.google.com/scholar?q=related:tQfxIlkPaq0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
48,"CD Kam, BA Estes","Disgust sensitivity and public demand for protection",2016,"The Journal of Politics","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/684611","https://scholar.google.com/scholar?cites=17606330513888108465&as_sdt=2005&sciodt=0,5&hl=en",738,"2021-09-29 11:06:12","","10.1086/684611","","",,,,,48,9.60,24,2,5,"… Disgust Sensitivity and Public Demand for Protection … In this article, we trace the effects of disgust sensitivity on public opinion: specifically on public demand for protectionist policies. Theorizing Disgust and Demand for Government Protection …","https://www.journals.uchicago.edu/doi/pdfplus/10.1086/684611","https://scholar.google.com/scholar?q=related:sd9r7lFAVvQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
166,"EC Hedberg, CM Katz, DE Choate","Body-worn cameras and citizen interactions with police officers: Estimating plausible effects given varying compliance levels",2017,"Justice quarterly","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07418825.2016.1198825","https://scholar.google.com/scholar?cites=13232285728122432192&as_sdt=2005&sciodt=0,5&hl=en",739,"2021-09-29 11:06:12","","10.1080/07418825.2016.1198825","","",,,,,166,41.50,55,3,4,"… because of this, they have been widely adopted and accepted by law enforcement agencies and … of devices with video recording capability have renewed the discussion about cameras in policing … PPD is a large municipal police agency, with more than 3000 authorized sworn …","https://www.tandfonline.com/doi/full/10.1080/07418825.2016.1198825","https://scholar.google.com/scholar?q=related:wGo1F8OForcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
1334,"WG Skogan, SM Hartnett","Community policing, Chicago style",1999,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=_BTrVy_OFkMC&oi=fnd&pg=PA3&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=7PS828YlgO&sig=1ff4lVeIVOzkuW2FmsiNRt4LRso","https://scholar.google.com/scholar?cites=7333197875932311966&as_sdt=2005&sciodt=0,5&hl=en",740,"2021-09-29 11:06:12","BOOK","","","",,,,,1334,60.64,667,2,22,"… this with computer analyses of ""hot spots"" that have concentrated volumes of complaints and calls for service (Sherman, 1992). Problem-oriented policing also recognizes that dealing with such incident patterns may involve other agencies and may not, in fact, be police work; in …","https://skogan.org/files/Comm_Role_in_Comm_Policing.NIJ_Journal.pdf","https://scholar.google.com/scholar?q=related:njGYfp3AxGUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
143,"PK Manning","Community policing",1983,"Am. J. Police","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ajpol3&section=18","https://scholar.google.com/scholar?cites=8499974143274863299&as_sdt=2005&sciodt=0,5&hl=en",741,"2021-09-29 11:06:12","PDF","","","",,,,,143,3.76,143,1,38,"… It contrasts with current police practice. Weatheritt (1983), after a critical review of research on CP in England, concludes that community policing as seen in British policing practice does not aim to react quickly and uniformly to all types of citizen demand (""fire brigade"" policing …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ajpol3&section=18","https://scholar.google.com/scholar?q=related:w0rn0XL59XUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
