record_id,type_of_reference,primary_title,publication_year,keywords,alternate_title3,volume,number,start_page,end_page,url,notes,notes_abstract,first_authors,language,place_published,doi,publisher,issn,unknown_tag,edition,included,asreview_ranking
21,CONF,A Routine Activities Explanation of Spatial Variation in Non-urban Crime.,2005/11,"CRIMINAL justice personnel, CRIMINAL justice system, CRIMINOLOGY, SCHOOL year, SOCIAL groups, TEENAGERS",Conference Papers -- American Society of Criminology,NA,NA,N.PAG,N.PAG,https://search.ebscohost.com/login.aspx?direct=true&db=cja&AN=19684527&site=ehost-live,"Accession Number: 19684527; Payne, David 1; Email Address: davidp@ou.edu; Affiliations: 1 : University of Oklahoma.; Source Info: 2005 Annual Meeting, Toronto, pN.PAG; Subject Term: CRIMINOLOGY; Subject Term: SOCIAL groups; Subject Term: TEENAGERS; Subject Term: CRIMINAL justice personnel; Subject Term: CRIMINAL justice system; Subject Term: SCHOOL year; Number of Pages: 0p; Document Type: Conference Paper","There are two widely held social facts about the temporal and spatial variation in criminal activity in a community. First, the peak time of criminal activity in a particular neighborhood varies according to seasonal variables as well as the type of neighborhood (i.e. commercial/industrial, residential, etc.). Second, criminal activity is more likely to occur in some neighborhoods than in others. Most research on these two facts has been conducted in large metropolitan areas. Metropolitan areas are different structurally than smaller non-urban areas. Are these findings similar when we consider a suburban community? This study explores the occurrence of crime during peak times and at hot locations related to the non urban school schedule and calendar. These analyses were guided by routine activities theory and sought to prove that the temporal and spatial variation of crime in a non-urban city is explained by the school routine of juveniles. I used local police department Calls For Service data to plot both location and reported time of each act of vandalism over a three year period. The temporal data proved to be a poor measure of the temporal variation because it recorded a time when the crime was discovered and reported rather than when it occurred. I found that when school is in the distance from the school that crime occurs is greater on the weekend when juveniles are out of school than during the week when they are at school. [ABSTRACT FROM AUTHOR]","Payne, David",NA,NA,NA,NA,NA,NA,NA,1,11
2745,JOUR,"Understanding the role of service providers, land use, and resident characteristics on the occurrence of mental health crisis calls to the police",2019,"BUILT ENVIRONMENT, COLLECTIVE EFFICACY, CRIME HOT-SPOTS, DEPRESSIVE SYMPTOMS, NEIGHBORHOOD CHARACTERISTICS, ROUTINE ACTIVITIES, SHORT SCREENING SCALE, SOCIAL TIES, UNITED-STATES, VIOLENT CRIME, crisis calls to police, land use, mental health, microgeographic places, service providers",JOURNAL OF COMMUNITY PSYCHOLOGY,47,8,1961,1982,NA,NA,"Similar to concentrations of crime, mental health calls have been found to concentrate at a small number of places, but few have considered the context of places where mental health calls occur. The current study examines the influence of the physical and social context of street segments, particularly the role of service providers, land use features of the street and nearby area, and characteristics of residents on the likelihood of a mental health crisis call to the police occurring on the street. The findings demonstrate that the social context, such as offending and drug use among residents, levels of social cohesion and community involvement, and drug and violent crime influenced the occurrence of mental health crisis calls. Findings from this study make theoretical and practical contributions to a number of disciplines by improving our understanding of where mental health crisis calls occur and why they are found at specific places. FU  - NIDA NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Drug Abuse (NIDA) [R01 DA032639] Funding Source: Medline NR  - 87 PU  - WILEY PI  - HOBOKEN PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","White, C, Goldberg, V, Hibdon, J, Weisburd, D",English,NA,10.1002/jcop.22243,NA,NA,NA,NA,1,12
386,JOUR,Temporal Patterns of Mental Health Act Calls to the Police,2019,"ASSOCIATION, CRIME SEASONALITY, CRIMINALIZATION, EMERGENCY-DEPARTMENT, HOMICIDE, PRESENTATIONS, SUICIDE RATES, TEMPERATURE, TIME, TRENDS",POLICING-A JOURNAL OF POLICY AND PRACTICE,13,2,172,185,NA,NA,"Recent research has shown that crime-related police calls for service account for 20-30% of police call-related activity. In this article, we analyse temporal patterns of calls for police service relating to mental health. Approximately, 22,000 mental health-related calls are analysed. Seasonal, monthly, and daily patterns are analysed using ANOVA and negative binomial regression. Mental health-related calls for police service have a distinct temporal pattern for the days of the week and, to a lesser extent, at different times of the year. These calls for police service are elevated during fall/winter months and during the week. Our analyses show that police resourcing based only on criminal activity is limited for at least this one form of police calls for service. This may have implications for police resourcing and scheduling, particularly in the context of the day of the week and when special mental health teams are needed. NR  - 54 PU  - OXFORD UNIV PRESS PI  - OXFORD PA  - GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Vaughan, A D, Hewitt, A N, Hodgkinson, T, Andresen, M A, Verdun-Jones, S",English,NA,10.1093/police/pay060,NA,NA,NA,NA,1,13
668,JOUR,Understanding the Spatial Patterns of Police Activity and Mental Health in a Canadian City,2019,"CALLS, CRIME, ENCOUNTERS, ILLNESS, IMPACT, JUSTICE, PEOPLE, PERCEPTIONS, crime and place, hot spots, mental health, micro-place, point pattern",JOURNAL OF CONTEMPORARY CRIMINAL JUSTICE,35,2,221,240,NA,NA,"Mental health-related calls for service are increasing across Canadian communities. However, the spatial dynamics of these calls for service and their potential relationship with concentrations of crime has not been fully investigated in the Canadian context. The current study examines mental health and other calls for service in a medium-sized (approximate population of 250,000), midwestern Canadian city in the year 2014. Using kernel density analysis and a spatial point pattern test, the study explores the concentration and spatial patterns of mental health calls for service across the city. Findings indicate that mental health calls for service differ from other crime-related calls for service, except for violent crime. Possible explanations for this pattern and considerations for policy and policing are discussed. NR  - 61 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Hodgkinson, T, Andresen, M A",English,NA,10.1177/1043986219842014,NA,NA,NA,NA,1,14
2460,JOUR,Hot spots of mental health crises: A look at the concentration of mental health calls and future directions for policing,2018,"ATTITUDES, CRIME PATTERNS, Concentration of mental health calls, Hot spot policing, ILL, IMPACT, INTERVENTION, KNOWLEDGE, Mental health calls for service, OFFICER PERCEPTIONS, PEOPLE, SPATIAL-DISTRIBUTION, STABILITY",POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,41,3,401,414,NA,NA,"Purpose A strong body of research has established the concentration of crime in a small number of street segments or hot spots throughout urban cities, but the spatial distribution of mental health-related calls for services is less well known. The extent to which these calls are concentrated on a small number of street segments, similar to traditional crime calls for service is understudied. The purpose of this paper is to examine the concentration of mental health calls and the spatial distribution of street segments with mental health calls to provide directions for law enforcement and place-based policing. Design/methodology/approach Using call for service data from a large city on the East coast, the current study examines whether mental health calls for service are concentrated on street segments, and tests spatial dispersion to whether these mental health hot spots are spread throughout the city or clustered in space. Finally, the authors explore the relationship between mental health calls and violent and drug calls by calculating the correlation and using a spatial point pattern test to determine if mental health calls are spatially similar to violent and drug calls. Findings The authors found that mental health calls are concentrated on street segments; specifically 22.4 percent of calls are located on 0.5 percent of city street segments. Additionally, these street segments are fairly dispersed throughout the city. When comparing the spatial similarity of mental health calls to violent and drug calls, they are highly correlated suggesting a relationship between the calls types, but the location of mental health calls appears to be different from violet and drug calls. Originality/value Very few studies have examined the location of mental health calls and whether they are concentrated in small areas similar to crime, but such research can provide police officers new approaches to working with people with mental health problems. The police are the primary emergency response for calls involving someone with a mental illness or experiencing a mental health crisis and the authors provide suggestions for policing that draw from strategies used in hot spot policing and mental health responses, like CIT, to address challenges of modern policing and working with people with mental health problems. FU  - National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA [5R01DA032639-03] FX  - Funding: this work was funded by the National Institutes of Health (Grant No. 5R01DA032639-03, 2012). NR  - 75 PU  - EMERALD GROUP PUBLISHING LTD PI  - BINGLEY PA  - HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","White, C, Goldberg, V",English,NA,10.1108/PIJPSM-12-2017-0155,NA,NA,NA,NA,1,15
480,JOUR,Concentrations and Specialization of Mental Health-Related Calls for Police Service,2018,"CRIME, DISORDERS, ILLNESS, LOCATION QUOTIENTS, Mental health, NEIGHBORHOOD DISADVANTAGE, PEOPLE, PUBLIC-HEALTH, SOCIAL-DISORGANIZATION THEORY, UNITED-STATES, VIOLENCE, policing, location quotient, spatial regression",VICTIMS & OFFENDERS,13,8,1153,1170,NA,NA,"Over the past two decades, research has consistently shown that criminal activity concentrates at places. Places also exhibit specialization in criminal activity, largely based on criminal opportunities. However, recent research has also shown that criminal events are only a relatively small fraction of calls for police service, generally 20-30%. The authors investigate the spatial concentrations and spatial specialization of mental health-related calls for police service in a number of municipalities in British Columbia. Overall, the authors find that mental health-related calls are more concentrated in space than criminal events and that specialization relates to social- and health-related services for the mentally ill. NR  - 62 PU  - TAYLOR & FRANCIS INC PI  - PHILADELPHIA PA  - 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Vaughan, A D, Ly, M, Andresen, M A, Wuschke, K, Hodgkinson, T, Campbell, A",English,NA,10.1080/15564886.2018.1512539,NA,NA,NA,NA,1,16
192,JOUR,"Patterns of Police, Fire, and Ambulance Calls-for-Service: Scanning the Spatio-Temporal Intersection of Emergency Service Problems",2019,"AREAS, CRIME, DISORDER, PREVENTION, TIME, TRENDS, UNITED-STATES",POLICING-A JOURNAL OF POLICY AND PRACTICE,13,3,286,299,NA,NA,"Independent analysis of police, fire, and ambulance calls for service demonstrates common patterns in emergency service activity. Targeted, place-focused interventions have been demonstrated to prevent future problems for emergency services. This research builds on these findings to examine the spatial and temporal intersection of police, fire, and ambulance incidents to explore the potential utility of enhanced collaboration between emergency-first responders. Using police and fire data from Surrey, BC, Canada, from 2011 to 2013, spatial and temporal patterns of police-, fire-, and ambulance-related incidents were examined. Initial analyses demonstrate that 36% of the City's area experienced 72% of incidents responded to over this 3-year study period. Focusing on this high-volume area, the spatial and temporal intersection of these incident types was explored. Spatially, lattices of varying cell sizes (250 m, 500 m, and 1,000 m) were placed over the study area. Temporally, incident volume was examined across the entire 3-year study period, and at yearly andmonthly intervals. Incidents were placed within these spatial and temporal frameworks and visual inspection was utilized to assess the convergence of service demand. Regardless of the cell grid size, police, fire, and ambulance incidents were spatially and temporally concentrated, with the top 10% of cells accounting for approximately 50% of all incidents across all services. Furthermore, there was considerable spatio-temporal convergence in cells which account for the top decile of call volume for all incident types. A 2 x 2 typology is proposed to classify locations (in this case grid cells) based on (1) the frequency at which they generate high demand for services (sporadic versus persistent), and (2) the combination of agencies required to respond to high demand problems (single versus convergent). The spatial and temporal convergence of emergency service problems observed in this study suggests that an interagency approach to problem identification will enhance problem analysis processes. Working in conjunction with established problemfocused intervention strategies (such as problem-oriented policing), the volume-service typology provides a framework that can contribute to the development of appropriate problem-responses. This, we hope, will support emerging efforts to increase the extent to which emergency-first responder agencies collaborate to maximize efficiency and effectiveness, and reduce harm. NR  - 52 PU  - OXFORD UNIV PRESS PI  - OXFORD PA  - GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Clare, J, Townsley, M, Birks, D J, Garis, L",English,NA,10.1093/police/pax038,NA,NA,NA,NA,1,17
2557,CONF,Crime Hot Spot Forecasting: A Recurrent Model with Spatial and Temporal Information,2017,Forecasting Law enforcement Learning systems Netwo,"2017 IEEE International Conference on Big Knowledge, ICBK 2017",NA,NA,143,150,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031716065&doi=10.1109%2FICBK.2017.3&partnerID=40&md5=253ddd4752595542f35bb1f9badab449,"Conference code: 130334, Cited By :22, Export Date: 19 August 2021, Correspondence Address: Ding, W.; Department of Computer Science, United States; email: wei.ding@umb.edu","Crime is a major social problem in the United States, threatening public safety and disrupting the economy. Understanding patterns in criminal activity allows for the prediction of future high-risk crime 'hot spots' and enables police precincts to more effectively allocate officers to prevent or respond to incidents. With the ever-increasing ability of states and organizations to collect and store detailed data tracking crime occurrence, a significant amount of data with spatial and temporal information has been collected. How to use the benefit of massive spatial-temporal information to precisely predict the regional crime rates becomes necessary. The recurrent neural network model has been widely proven effective for detecting the temporal patterns in a time series. In this study, we propose the Spatio-Temporal neural network (STNN) to precisely forecast crime hot spots with embedding spatial information. We evaluate the model using call-for-service data provided by the Portland, Oregon Police Bureau (PPB) for a 5-year period from March 2012 through the end of December 2016. We show that our STNN model outperforms a number of classical machine learning approaches and some alternative neural network architectures. Â© 2017 IEEE.","Zhuang, Y, Almeida, M, Morabito, M, Ding, W",English,"Department of Computer Science, University of Massachussets Boston, Boston, MA 02125-3393, United States School of Criminology and Justice Studies, University of Massachusetts Lowell, Lowell, MA 01854, United States",10.1109/ICBK.2017.3,Institute of Electrical and Electronics Engineers Inc.,9781538631195 (ISBN),"defaultdict(<class 'list'>, {'ED': ['Lu, R', 'Wu, X', 'Ozsu, T', 'Wu, X', 'Hendler, J']})",NA,1,18
1916,JOUR,Routine activities and the spatial-temporal variation of calls for police service: The experience of opposites on the quality of life spectrum,1996,NA,Police Studies (United States),19,4,1,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745437541&doi=10.1108%2F13639519610151847&partnerID=40&md5=5645574887c197913d699822cc147788,"Cited By :2, Export Date: 19 August 2021, Correspondence Address: LeBeau, J.; Southern Illinois University, Carbondale, IL, United States","People call the police and want them to handle a variety of matters besides criminal ones. The city is divided into various communities with different functions and routine activity patterns. This paper examines how calls for police service vary with routine activities and time between two residential areas that are opposites on the quality of life spectrum. The study site is Charlotte, North Carolina, and the data are the calls for service received by the police department during 1986.","LeBeau, J, Coulson, R",English,"Southern Illinois University, Carbondale, IL, United States",10.1108/13639519610151847,NA,NA,NA,NA,1,19
445,JOUR,What You Find Depends on Where You Look: Using Emergency Medical Services Call Data to Target Illicit Drug Use Hot Spots,2014,"AVAILABILITY, CORNERS, CRIME, DIFFUSION, DISPLACEMENT, ENFORCEMENT, Emergency Medical Services (EMS) data, POLICE, PUBLIC-HEALTH, SPACE, VIOLENCE, concentration, drug hot spots, drug use, policing, street segment",JOURNAL OF CONTEMPORARY CRIMINAL JUSTICE,30,2,169,185,NA,NA,"Geographically targeting law enforcement at drug hot spots is a common response to drug problems, but because they are generated with police data, they only reflect what the police already know about narcotics crime. In this study, we illustrate the importance of using multiple data sets to characterize the micro-spatial distribution of illicit drug events in Seattle, Washington, by examining and comparing the Seattle Fire Department's Emergency Medical Services (EMS) calls and Seattle Police Department's crime incidents in 2004. We find that both EMS calls and police incidents indicate illicit drug use is concentrated at a small number of street segments, yet their spatial patterning is different. Together, the two data sources identify new street segments as ""hot places"" of drug use suggesting that law enforcement agencies should incorporate EMS data to more accurately locate drug hot spots. NR  - 38 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Hibdon, J, Groff, E R",English,NA,10.1177/1043986214525077,NA,NA,NA,NA,1,20
1920,JOUR,Crime and Disorder in Drug Hot Spots: Implications for Theory and Practice in Policing,2000,NA,Police Quarterly,3,3,331,349,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993804234&doi=10.1177%2F1098611100003003006&partnerID=40&md5=87912beadf6d3cdc8cb06663899514d7,"Cited By :103, Export Date: 19 August 2021","This article explores the relationship between street-level drug hot spots and crime and disorder problems in Jersey City, New Jersey. The research shows that drug hot spot areas include a disproportionate share of arrests and calls for police service not only for drug-related crime but for crime and disorder more generally. Street sections and intersections within the drug hot spot areas were also more likely to experience crime and disorder problems as compared with non-drug hot spot areas of the city. The findings support the idea of a spatial link between street-level drug hot spot activity, disorder, and serious crime. In concluding, the authors suggest how their findings may be used to enhance police policies with regard to street-level drug markets and crime and disorder activity more generally. Â© 2000, Sage Periodicals Press. All rights reserved.","Weisburd, D, Mazerolle, L G",English,"Hebrew University of Jerusalem, University of Maryland, United States Griffith University, Australia",10.1177/1098611100003003006,NA,NA,NA,NA,1,21
257,CONF,Building a Better Hot Spot: Social Disorganization Theory and Hot Spot Identification.,2006,"CRIME prevention, CRIMINAL justice system, CRIMINAL methods, GEOGRAPHIC information systems, LAW enforcement digital resources, SOCIAL disorganization, SOCIAL stability",Conference Papers -- American Society of Criminology,NA,NA,1,2,https://search.ebscohost.com/login.aspx?direct=true&db=cja&AN=26954486&site=ehost-live,"Accession Number: 26954486; Lawton, Brian 1; Email Address: brian.lawton@shsu.edu; Affiliations: 1 : Sam Houston State University; Source Info: 2006 Annual Meeting, p1; Subject Term: SOCIAL disorganization; Subject Term: GEOGRAPHIC information systems; Subject Term: SOCIAL stability; Subject Term: CRIMINAL justice system; Subject Term: LAW enforcement digital resources; Subject Term: CRIMINAL methods; Subject Term: CRIME prevention; Number of Pages: 1p; Document Type: Conference Paper","The widespread implementation of geographic information systems has played an enormous role in the way that modern metropolitan police departments concentrate their efforts. This current focus on crime science provides administrators with up to date details of crime and crime patterns within municipalities as well as the ability to focus on smaller geographic areas. Particular emphasis has been placed on 'hot spots' analyses wherein police efforts are concentrated in these smaller geographic areas, characterized by disproportionately greater crime counts or an increased count of calls for service. Unfortunately, this emphasis on hot spots analyses leads us to a circular reasoning where crime is the only, or best, predictor of crime. This research offers an alternative through the construction of theoretically driven hot spots. Examining over two years worth of crime data from Philadelphia, Pa. this research compares the effectiveness of traditional hot spots against the effectiveness of theory driven hot spots, employing social disorganization theory, in consistently identifying areas in which concentrations of crime occur. ..PAT.-Unpublished Manuscript [ABSTRACT FROM AUTHOR]","Lawton, Brian",NA,NA,NA,NA,NA,NA,NA,1,22
322,JOUR,"The Concentration and Stability of Drug Activity in Seattle, Washington Using Police and Emergency Medical Services Data",2017,"COMMUNITY, CRIME, CRIMINOLOGY, Crime places, Drugs, EMS data, ENFORCEMENT, IMPACTS, LONGITUDINAL ANALYSIS, Law of crime concentration, MICRO PLACES, SPATIAL-PATTERNS, STREET, Stability, TRAJECTORIES",JOURNAL OF QUANTITATIVE CRIMINOLOGY,33,3,497,517,NA,NA,"Prior research demonstrates that crime is highly concentrated at place and that these concentrations are stable from year to year, highlighting the importance of place to crime control and prevention. A potential limitation is that most studies only use one data source to diagnose these patterns. The present study uses data from both police and emergency medical services (EMS) to explore the spatial concentration and stability of drug activity in Seattle, Washington from 2009 to 2014. We use concentration graphs and group-based trajectory analysis to examine concentration and stability of calls related to drug activity in both data sources separately and combined. Additionally, we employ Andresen's S-Index to determine the similarity of concentration within the SPD data, the EMS data and the combined data year to year as well as the degree of co-location between the SPD and EMS data during the study period. We find a high degree of concentration and group-based stability for both SPD and EMS drug calls across all street segments in Seattle. Conversely, we find only moderate local geographic stability of drug use across street segments as indicated by each of the data sources over the study period. Last, we find the spatial patterns in drug use as indicated by each data source are significantly different each year. At the same time these findings provide support for the law of crime concentration, they also raise questions about local stability patterns. Additionally, they highlight the importance of expanding inquiries of crime and place research into new data sources. Our results serve to reinforce the importance of multiple data sets in quantifying, understanding, and responding to the drug problem in Seattle. NR - 58 PU - SPRINGER/PLENUM PUBLISHERS PI - NEW YORK PA - 233 SPRING ST, NEW YORK, NY 10013 USA","Hibdon, J, Telep, C W, Groff, E R",English,NA,10.1007/s10940-016-9302-0,NA,NA,NA,NA,1,23
2661,JOUR,The influence of extreme weather conditions on the magnitude and spatial distribution of crime in Tshwane (2001-2006),2018,"ASSAULT, Crime, DALLAS, HOMICIDE, PATTERNS, POLICE CALLS, PROPERTY CRIME, RATES, SEASONALITY, SERVICE, Tshwane, VIOLENCE, rainfall, spatial point pattern test, temperature",SOUTH AFRICAN GEOGRAPHICAL JOURNAL,100,3,364,377,NA,NA,"This article examines the influence of extreme weather conditions on the magnitude and spatial distribution of violent, sexual and property crime in Tshwane, South Africa from 2001 to 2006. Analysis of variance (ANOVA) is initially used to identify whether there are significant differences in the mean amount of crimes (violent, sexual and property) committed on days stratified by temperature and rainfall extremes. Next, a spatial point pattern test is used to determine the spatial similarity of violent, sexual and property crime on temperature and rainfall days classified as low, random, and high. Results indicate a strong association between temperature and criminal activity, and a less significant association between rainfall and crime. The spatial distributions of all types of crime are found to differ significantly depending on the type of weather extreme observed. The results of this study has the potential to assist law enforcement agencies to better understand how weather affects crime patterns in urban areas in South Africa and develop and implement appropriate crime prevention measures. NR  - 30 PU  - ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD PI  - ABINGDON PA  - 2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","Schutte, F H, Breetzke, G D",English,NA,10.1080/03736245.2018.1498384,NA,NA,NA,NA,1,24
364,JOUR,Spatial Concentration of Opioid Overdose Deaths in Indianapolis: An Application of the Law of Crime Concentration at Place to a Public Health Epidemic,2019,"DISPLACEMENT, DRUG ACTIVITY, EXPANDED ACCESS, HARM, HOT-SPOTS, NALOXONE, POLICE OFFICERS, ROUTINE ACTIVITIES, STABILITY, VIOLENT CRIME, corrected Gini coefficient, crime concentration, emergency medical services data, low-N events, opioid overdose concentration",JOURNAL OF CONTEMPORARY CRIMINAL JUSTICE,35,2,161,185,NA,NA,"The law of crime concentration at place has become a criminological axiom and the foundation for one of the strongest evidence-based policing strategies to date. Using longitudinal data from three sources, emergency medical service calls, death toxicology reports from the Marion County (Indiana) Coroner's Office, and police crime data, we provide four unique contributions to this literature. First, this study provides the first spatial concentration estimation of opioid-related deaths. Second, our findings support the spatial concentration of opioid deaths and the feasibility of this approach for public health incidents often outside the purview of traditional policing. Third, we find that opioid overdose death hot spots spatially overlap with areas of concentrated violence. Finally, we apply a recent method, corrected Gini coefficient, to best specify low-N incident concentrations and propose a novel method for improving upon a shortcoming of this approach. Implications for research and interventions are discussed. FU  - National Science FoundationNational Science Foundation (NSF) [SCC-1737585]; Centers for Disease Control and PreventionUnited States Department of Health & Human ServicesCenters for Disease Control & Prevention - USA [NU17CE002721] FX  - The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work was supported by a grants from the National Science Foundation (S&CC-1737585) and the Centers for Disease Control and Prevention (NU17CE002721). NR  - 100 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Carter, J G, Mohler, G, Ray, B",English,NA,10.1177/1043986218803527,NA,NA,NA,NA,1,25
