google_id,google_title,google_year,google_source,google_abstract,google_authors,google_title_simple
818,The effects of weather on homicide,1995,Journal of quantitative criminology,"… 1985), homicide [Castaneda, 1991; DeFronzo, 1984; Falk, 1952 (although weakly in both of the latter references); Kohfeld and Sprague, 1991; Lab and Hir- schel, 1987], violent crime generally (Cotton, 1986), rape (Michael and Zumpe, 1983), police calls for service (Cohn, 1991 …",D Cheatwood,the effects of weather on homicide
836,Crisis calls and temporal and lunar variables: a comprehensive examination,1995,The Journal of Psychology,"… More recently, Cohn ( 1993) considered all calls for police service relating to rape (2.018 calls) and domestic violence (82,057 calls) in a 3-year period in Min … The prediction of police calls for service: The influence of weather and temporal variables on rape and domestic violence …","M Bickis, IW Kelly, GF Byrnes",crisis calls and temporal and lunar variables a comprehensive examination
839,"Once bitten, then what-cross-sectional and time-course explanations of repeat victimization",1995,Brit. J. Criminology,"… to proposals for selective sentencing, situational crime prevention, and problem-oriented policing, all of … least an order of magnitude (Blumstein and Cohen 1979); because police learn who … The average fast food restaurant sampled accounted for about 18 calls for service in an …",W Spelman,once bitten then whatcrosssectional and timecourse explanations of repeat victimization
861,Underwriting the risky investment in community policing: What social science should be doing to evaluate community policing,1995,Justice System Journal,… Police departments committed to the reform strategy of policing see their principal goal as reducing crime through professional law enforcement. They think of themselves as the first step in the criminal justice system …,"DM Kennedy, MH Moore",underwriting the risky investment in community policing what social science should be doing to evaluate community policing
889,Just enough police presence: Reducing crime and disorderly behavior by optimizing patrol time in crime hot spots,1995,Justice quarterly,"… be- tween 6:30 pm and 2:30 am on Tuesday through Saturday nights (to coincide largely with the periods generating the most calls for service), where they … This study evaluates the effects of patrol presence, not any par- ticular style of policing or set of police activities …",CS Koper,just enough police presence reducing crime and disorderly behavior by optimizing patrol time in crime hot spots
900,Just enough police presence: Reducing crime and disorderly behavior by optimizing patrol time in crime hot spots,1995,Justice quarterly,"… be- tween 6:30 pm and 2:30 am on Tuesday through Saturday nights (to coincide largely with the periods generating the most calls for service), where they … This study evaluates the effects of patrol presence, not any par- ticular style of policing or set of police activities …",CS Koper,just enough police presence reducing crime and disorderly behavior by optimizing patrol time in crime hot spots
82,Implementing community policing,1994,… of community policing,… Page 119. 102 PO LI CEORGA NIZATION AL RE FORM reputation for aggressive law enforcement has often pitted the community against the police … The upshot of much of the community policing efforts in Philadelphia has been an impact on calls for police service …,"JR Greene, WT Bergman, ...",implementing community policing
196,The oscillation of police calls to domestic disputes with time and the temperature humidity index,1994,Journal of Crime and Justice,"… index makes a very small contribution to the variation of domestic dispute calls for service … Activities, Weather, and Calls for Police Services."" The Journal of Police Science and … McPheters, LR and WB Stronge (1974) ""Some Law Enforcement Operations Implications of Crime …",JL LeBeau,the oscillation of police calls to domestic disputes with time and the temperature humidity index
247,The impact of community policing on neighborhood residents,1994,The challenge of community policing: Testing the …,… In one area the officers put more stress on law enforcement and order maintenance; they spent much of their time dispersing groups of youths on street corners and looking for drug … In another area of Newark the police implemented a variety of community policing projects at …,WG Skogan,the impact of community policing on neighborhood residents
250,Problem-oriented policing and drug market locations: Three case studies,1994,Crime prevention studies,"… police attention on the block and to raise the level of law enforcement, involving a … The commander of the police department's Mobile Reserve, in consul- tation with his superiors … to reinforce districts which were temporarily short-staffed, and to support directed policing initiatives …",T Hope,problemoriented policing and drug market locations three case studies
258,The division of expert knowledge in policing and security,1994,British journal of sociology,… The police are moving to a compliance model of law enforcement because they are driven by the knowledge requirements of other institutions that police in terms of … COMMUNITY POLICING AS COMMUNICA rIONS POLICING Police research is reductionist and essentialist …,RV Ericson,the division of expert knowledge in policing and security
259,Winning the hearts and minds of police officers: An assessment of staff perceptions of community policing in Chicago,1994,Crime & Delinquency,"… crime information for problem identification and interventions; (d) facilitate law enforcement (ie, increase … that lead to neighborhood crime and disorder; (f) expand police capabilities by … The implementation of community policing in Chicago demanded dra- matic modifications in …","AJ Lurigio, WG Skogan",winning the hearts and minds of police officers an assessment of staff perceptions of community policing in chicago
413,Reflections on community-oriented policing,1994,FBI L. Enforcement Bull.,"… I did not wish to surrender my role as a law enforcement officer only to be- come a ""social worker with a badge."" However, my experiences with the Police-Neighborhood Re- source Center changed my previ … Community-oriented policing does not transform police officers into …",R Bobinsky,reflections on communityoriented policing
423,Gasoline drive-offs: Designing a less convenient environment,1994,Crime prevention studies,… 1990). The strain on patrol officers* time in responding to convenience store calls for service translates into higher costs for police services as cities are pressured to hire more … Secondary data were collected from the Austin Police Department's calls for service records …,N LaVigne,gasoline driveoffs designing a less convenient environment
427,Police for the Future,1994,NA,"… 2. Law enforcement—Cross-cultural studies … Preface This book presents a theory of policing. Not a theory in the scientific sense of explaining why police act as they do (although there is some of that), but a theory that explains the choices democratic societies face about the …",DH Bayley,police for the future
458,Police in the laboratory of the neighborhood: Evaluating problem-oriented strategies in a medium-sized city,1994,Am. J. Police,"… cal crises, the department began to explore new philosophies for de- livering law enforcement services and new … aspect of the Department's attempt to craft a commu- nity-oriented approach to policing was to identify the needs of citizens as ""customers"" of police service (Cole …","G Bazemore, AW Cole",police in the laboratory of the neighborhood evaluating problemoriented strategies in a mediumsized city
473,Foot patrol without community policing: Law and order in public housing,1994,The challenge of community policing …,NA,GW Cordner,foot patrol without community policing law and order in public housing
534,International differences in community policing,1994,The challenge of community policing …,NA,DH Bayley,international differences in community policing
547,Work-load rates and police officer attitudes: An examination of busy and slow precincts,1994,Journal of Criminal Justice,"… and total Calls for Service incidents that each officer engaged in during u one-year period for … research fea- tures components which touch on the attitu- dinal dimension of policing … in relation to gen- der, education, cynicism, solidarity, college campus police departments, officer …","LW Brooks, A Piquero, J Cronin",workload rates and police officer attitudes an examination of busy and slow precincts
564,The Mesa crime-free multi-housing program,1994,FBI L. Enforcement Bull.,… officers who usu I~ p H ii I tilla II a fail in ix I in LCrt nit C n~. umstanm.t s The hc if At a re-it deal ol linht on why sonic individuals max pros e po~ly suited for a earecr in policing … The senior citizens police advocate spends most of the workday 14 1 FBI Law Enforcement Bulletin …,TL Zehring,the mesa crimefree multihousing program
628,Use of Private Security in Public Housing: A Case Study,1994,Journal of Security Administration,"… phase, trained crime analysts conduct interviews with housing directors, local law enforcement officials, residents … is conducted by trained security officers who work in conjunction with police … authority that used this program saw the number of calls for police service drop from …","G Carson, DA Armstrong",use of private security in public housing a case study
648,"The problems of problem-solving: Resistance, interdependencies, and conflicting interests",1994,Am. J. Police,"… time to reactively answering calls, and much less to proactive law enforcement strategies (though … demands of ""an oligarchy of chronic users"" (Sherman, 1987), the police could not … Target identification for prior experiments in problem-oriented policing was done on relatively …",ME Buerger,the problems of problemsolving resistance interdependencies and conflicting interests
801,Problem-oriented policing: Actions and effectiveness in San Diego,1994,… policing: Testing the promises,NA,"GE Capowich, JA Roehl",problemoriented policing actions and effectiveness in san diego
841,Community policing grows in Brooklyn: An inside view of the New York City Police Department's model precinct,1994,Crime & Delinquency,"… In fact, according to data provided by the police department, the average dispatch time … found that turnover among officers and sergeants assigned to community policing, including those … In the course of their work day, beat officers performed the usual law enforcement and order …","AM Pate, P Shtull",community policing grows in brooklyn an inside view of the new york city police departments model precinct
4,The prediction of police calls for service: The influence of weather and temporal variables on rape and domestic violence,1993,Journal of Environmental Psychology,"Rape and domestic violence are two of the most controversial types of criminal behavior. Both are violent crimes and both are usually directed towards women. This research examines the short-term effect of weather and temporal variations (time of day, day of week …",EG Cohn,the prediction of police calls for service the influence of weather and temporal variables on rape and domestic violence
14,Integrating calls for service with community-and problem-oriented policing: A case study,1993,Crime & Delinquency,"Police administrators argue that they cannot experiment with reforms because of calls-for-service demand and lack of resources. This article looks at police staffing levels needed for a district operating under various models of police administration, such as the professional …",DA Kessler,integrating calls for service with communityand problemoriented policing a case study
199,Varieties of community policing,1993,Am. J. Police,"… prevention, but the Assault Crisis Team (ACT) proposal anticipates the need for law enforcement responses as well … Despite its compatibility with several extant descriptions of prob- lem-oriented policing, 4 the … Most striking of these is the role of police, which, when com- pared to …",SD Mastrofski,varieties of community policing
224,Toward equity and efficiency in law enforcement: Differential police response,1993,Am. J. Police,"… XII, No. 1 1993 TOWARD EQUITY AND EFFICIENCY IN LAW ENFORCEMENT: DIFFERENTIAL POLICE RESPONSE … The equity of DPR does not hinge on the equity of community policing, or Drug Abuse Resistance Education, or any police program to which re- sources …",RE Worden,toward equity and efficiency in law enforcement differential police response
286,An interactive analysis between uniformed law enforcement officers and the mentally ill,1993,Am. J. Police,… Role Of The Uniformed Law Enforcement Officer … received in police academies permits wide gaps to exist between the classroom and the world of the street police officer. This is because the realities of policing are often at odds with the idealistic world of the classroom (Bayley & …,J Ruiz,an interactive analysis between uniformed law enforcement officers and the mentally ill
305,Good policing,1993,The socio-economics of crime and justice,"… officials must actually arrive at the scene to determine whether a call for service requires use of force, law enforcement, or both. Hence, it probably is wishful thinking to plan for police delegation to other authorities of such nonenforce- ment tasks as … GOOD"" POLICING 283 noisy …",JJ Fyfe,good policing
432,Police arrests for domestic violence,1993,Am. J. Police,"… The rational model may be contrasted with a functional model of law enforcement agencies (Feeley, 1973 … strictly law enforce- ment duty and is based on a rational model of policing … in this study: Supplementary Homicide Re- ports (SHR) on domestic homicides, police log calls …",WM Holmes,police arrests for domestic violence
451,The development of the American police: An historical overview,1993,Critical issues in policing,"… The events of the 1960s forced the police, politicians, and policymakers to re- assess the state of law enforcement in the United States … funding from LEAA and private organizations researchers began to study the police from … began to scrutinize different aspects of policing …",CD Uchida,the development of the american police an historical overview
672,Why crime control is not reactionary,1993,Police innovation and control of the police,"… If the report taking, order maintenance, and law enforcement cate- gories of Wilson's (1968) Syracuse analysis … to attack a common police textbook claim that only 10 percent of policing is ""crime … Only 75 percent of all police encounters in the Reiss data, then, were mobilized over …",LW Sherman,why crime control is not reactionary
679,NIJ's drug market analysis program,1993,National Institute of Justice Journal,"… In Pittsburgh, DMA provides police with the ability to organize and retrieve information on calls for service, criminal incidents, and arrest data by geographic location; and in Hartford, DMA is supporting a neighborhood-oriented policing approach …",E Herbert,nijs drug market analysis program
732,Does anyone remember team policing-Lessons of the team policing experience for community policing,1993,Am. J. Police,"… somewhat ominously-this edito- rial appeared opposite an article by Herman Goldstein explaining that community policing did not involve traditional law enforcement (Goldstein, 1990 … a proposed 5,000 offi- cer increase in the size of the New York City police department was …",S Walker,does anyone remember team policinglessons of the team policing experience for community policing
745,The challenge of reinventing police and community,1993,Police Innovation and Control of the Police,"… In that sense, community-oriented policing to date is only a bit more than the old ""police … of the community, particularly those citizens who receive the lion's share of direct police service: the … To the street cops, the status quo of law enforcement is the Cadillac of police service, and …",ME Buerger,the challenge of reinventing police and community
810,BS and buzzwords: The new police operational style,1993,Am. J. Police,"… Eck, J. and W. Spelman (1989). ""A Problem-Oriented Approach to Police Ser- vice Delivery."" In D. Kenney (ed.), Police and Policing: Contemporary Issues. New York, NY: Praeger Publishers. Gates, D. (1992). Interview by Marie Rosen in Law Enforcement News, Vol …","RD Hunter, T Barker",bs and buzzwords the new police operational style
865,The use of multiple indicators to estimate crime trends in American cities,1993,Journal of criminal Justice,"… Given the pri- marily reactive nature of policing (Black, 1970), it is obvious that the … of calls as burglaries has been especially prob- lematic in the Oklahoma City Police Depart- ment … of the local jurisdiction, they appear to offer an opportunity for local law enforcement and criminal …","RJ Bursik Jr, HG Grasmick",the use of multiple indicators to estimate crime trends in american cities
884,The decision to call the police: A comparative study of the United States and Venezuela,1993,… Criminal Justice Review,"… The majority of New Mexico respondents lived in areas served by municipal police departments combining patrol … Policing in New Mexico, as in the rest of the United States (Sherman, 1986 … & Bayley, 1988), reflects a concern to facilitate and respond to calls for service and has …","C Birkbeck, LG Gabaldón, ...",the decision to call the police a comparative study of the united states and venezuela
894,The decision to call the police: A comparative study of the United States and Venezuela,1993,… Criminal Justice Review,"… The majority of New Mexico respondents lived in areas served by municipal police departments combining patrol … Policing in New Mexico, as in the rest of the United States (Sherman, 1986 … & Bayley, 1988), reflects a concern to facilitate and respond to calls for service and has …","C Birkbeck, LG Gabaldón, ...",the decision to call the police a comparative study of the united states and venezuela
945,Getting serious about community involvement,1993,Am. J. Police,"… of the prob- lem-solving or problem-oriented approach to policing (Goldstein, 1990 … Alternatives are suggested that go beyond law enforcement and pull in other resources and … Collaboration among police and other government agencies and community interests is recommended …",GW Cordner,getting serious about community involvement
186,Improving citizen perceptions of the police:“Back to the basics” with a community policing strategy,1992,Journal of Criminal Justice,"… further analyses are needed regard- ing its effects on citizen perceptions of the police … from five scientific community sur- veys to determine whether the community policing strategy reversed … officers, the impact on community subgroups, and anal- yses of calls for service and the …","K Peak, RV Bradshaw, RW Glensor",improving citizen perceptions of the policeback to the basics with a community policing strategy
335,Problem-solving and community policing,1992,Crime and justice,… Note that these criticisms of professional law enforcement are made within a conception of policing that … But other criti- cisms of the current strategy of policing begin to break out of … happens in police departments and raise troubling questions about whether the police should be …,MH Moore,problemsolving and community policing
385,The Victoria Community Police Stations: A Three-Year Evaluation,1992,NA,"… moving to an approach that emphasizes a service-wide philosophy, a balance between reactive and proactive policing strategies, a commitment to problem solving, effective police-community relations, and an enhanced ability to respond appropriately to calls for service …","SG Walker, JC McDavid, CR Walker",the victoria community police stations a threeyear evaluation
391,Attacking crime: Police and crime control,1992,Crime and justice,"… commercial addresses with highly predictable crime problems, for example, a specially selected group of five Minne- apolis police officers (the Repeat Call Address Policing [RECAP] unit) was unable to develop effective ways to reduce repeat calls for service at those …",LW Sherman,attacking crime police and crime control
442,Police organization in the twentieth century,1992,Crime and Justice,"… years in the Police Chief, the official publication of the International Association of Chiefs of Police, deal with techno- cratic themes in policing … illustrative titles from November 1989 to March 1990 are ""A Strategic Planning Approach to Law Enforcement Training""; ""Computer …",AJ Reiss Jr,police organization in the twentieth century
486,Technological dramas and the police: Statement and counterstatement in organizational analysis,1992,Criminology,"… CAD suggests that these functions are perceived as inconsistent with the focal concern of policing, the here … Given the claimed potential of information technologies in intelligence and drug law enforcement, it could be argued that … phones are used by community police officers …",PK Manning,technological dramas and the police statement and counterstatement in organizational analysis
559,British policing in the nineties: free market and strong state?,1992,International Criminal Justice Review,"… In respect of policing and criminal justice it is necessary to distinguish two aspects of the phenomenon … suggested by one police commentator (Davies, 1989) that, given ac- ceptance of the principle of civilianization and the inability of the police to meet public demand for a …",L Johnston,british policing in the nineties free market and strong state
687,Information technologies and the police,1992,Crime and justice,"… There was also a belief that such innovations might save money.1 The Law Enforcement Assistance Administration … situated decision making, must be understood in the context of the social organization of policing. Police decisions and tasks shape definitions, expectations …",PK Manning,information technologies and the police
701,Institutional perspective on policing,1992,J. Crim. L. & Criminology,… evidence that 911 systems are effective in either crime prevention or law enforcement.32 Fur … rapid response systems have become an important rit- ual of contemporary policing; they ceremonially demonstrate the le- gitimacy of the public's reliance on the police …,"JP Crank, R Langworthy",institutional perspective on policing
742,Police recruits: Training tomorrow's workforce,1992,FBI L. Enforcement Bull.,"… Alvin and Heidi Toffler. 'The Future of Law Enforcement: Dangerous and Different,"" FMl … The Code Enforcement Team and Community Policing Based on its continued success and the overwhelming acceptance by all levels of police department personnel, the Code …",GM Post,police recruits training tomorrows workforce
796,"Female spouse abuse and the police response: The Charlotte, North Carolina experiment",1992,J. Crim. L. & Criminology,"… 63 Kathleen J. Ferraro, Policing Woman Battering, 36 Soc … 64 Victim Services Agency, The Law Enforcement Response to Family Violence: A State by State Guide to Family Violence … 65 J. David Hirschel & Ira W. Hutchison III, Police-Preferred Arrest Policies in Wife Bat- tering …","JD Hirschel, IW Hutchison iII",female spouse abuse and the police response the charlotte north carolina experiment
874,Toward new images of policing: Herman Goldstein's Problem-oriented Policing,1992,Law & Social Inquiry,… Page 12. 550 LAW AND SOCIAL INQUIRY stituted “law enforcement” for “policing.” That calling police law enforce- ment agents would come to represent a narrow and an ideological view of police as solely law enforcers was not immediately apparent …,GL Kelling,toward new images of policing herman goldsteins problemoriented policing
75,The big six: policing America's largest cities,1991,NA,"… Annotation: This report presents data on policing in the Nation's six largest cities: New … and sent a questionnaire to the police chiefs of the police departments serving … selection, and entry requirements; salaries and benefits; equipment; operations; calls for service; recorded crime …","A Pate, EE Hamilton",the big six policing americas largest cities
184,Community-based policing: Implementation and impact,1991,Canadian Journal of Criminology,"… implementation issue, mentioned at CBP conferences and in the evaluation literature, concerns dealing with calls for service and the public expectations of reactive policing. While some research has indicated that urban populations, if informed, will tolerate police priorization of …",D Clairmont,communitybased policing implementation and impact
371,The effects of weather and temporal variables on calls for police service.,1991,NA,"… Use this URL to cite or link to this record in EThOS: https://ethos.bl.uk/OrderDetails.do?uin= uk.bl.ethos.386413. Title: The effects of weather and temporal variables on calls for police service. Author: Cohn, Ellen Gail. ISNI: 0000 0001 3559 9365. Awarding Body: University of …",EG Cohn,the effects of weather and temporal variables on calls for police service
383,Report of the independent commission on the Los Angeles Police Department,1991,NA,"… The Commission sought to examine all aspects of the law enforcement structure in Los Angeles that … As crime rates soar, police officers must contend with more and more potential and actual … The difficulties of policing in Los Angeles are compounded by its vast geographic area …",W Christopher,report of the independent commission on the los angeles police department
476,"Innovations in the policing of domestic violence in London, England",1991,Policing and Society: An International Journal,… husband. Michael Chatterton's (1983; pg. 198) observational work on policing and assault charges indicates that people initiating these calls for service clearly expect police officers to play an adjudicatory role. Adjudication …,J Sheptycki,innovations in the policing of domestic violence in london england
637,Visions of community policing: Rhetoric and reality in Canada,1991,Canadian Journal of Criminology,"… To enforce the criminal law, solve crime, and apprehend criminals law enforcement officers police work … On the other hand, the former policing model often over-extended police organizations for many functions better provided by other agencies and presented an “iron …",BN Leighton,visions of community policing rhetoric and reality in canada
835,An impact evaluation of the Edmonton neighbourhood foot patrol program,1991,… Canadian Journal of …,… Foot Patrol Program Goals Objectives Strategies Structural components Crime Reduce repeat Target services Foot patrol prevention calls-for—service to hot spots Proactive Improve public Decentralization Storefront ofﬁces policing satisfaction with police Involvement Increase …,"JP Hornick, BA Burrows, DM Phillips, ...",an impact evaluation of the edmonton neighbourhood foot patrol program
932,"Policing domestic violence: Perceptions, experience, and reality",1991,Criminal Justice Review,"… Responding to spouse abuse and wife beating: A guide for police. Washington, DC: US Department of Justice Law Enforcement Assistance Administra- tion … Stanko, EA (1987, November). Missing the mark: Policing battering … Domestic assault: The police response …","PC Friday, S Metzgar, D Walters",policing domestic violence perceptions experience and reality
951,The state of the art in community policing: An international perspective,1991,The Police and the Community,NA,D Bayley,the state of the art in community policing an international perspective
197,Excellence in problem-oriented policing,1990,New York NY: Police Executive Research Forum,"… projects is crime, but it might just as well be any other of the recurring problems dealt with by police … Excellence in Problem-Oriented Policing … Along the SR 41/46 corridor, CHP and local law enforcement enhanced patrol to enforce traffic laws; emergency service providers found …",H Goldstein,excellence in problemoriented policing
202,Police field operations,1990,NA,"… are protection and defense of lives and property, participative law enforcement, prevention of … Chapters also detail basic field procedures, observations and perceptions, police communications, reporting … stress survival and the use of force, and community policing and problem …",TF Adams,police field operations
392,Rapid Response and Community Policing: Are They Really in Conflict?,1990,NA,"… al., National Evaluation Program Phase One Summary Report, National Institute of Law Enforcement and Criminal Justice, 1977 … Louis, Missouri Metropolitan Police Department, 1975 … ""Evaluation of Community-Centered Team Policing Program,"" Wright State University, 1971 …",RC Larson,rapid response and community policing are they really in conflict
719,Working the beat: The Edmonton neighborhood foot patrol,1990,NA,"… from peacemaking in the broad sense to crime fighting in particular, the Police Service promoted a return to community policing. The neighborhood foot patrol was initiated with positions for 21 constables assigned to the areas which had placed the most calls for service in the …",K Koller,working the beat the edmonton neighborhood foot patrol
147,The evolving strategy of policing,1989,NA,… Political inﬂuence of any kind on a police department came to be seen as not merely a failure of police leadership but as corruption in policing … Police agencies became law enforcement agencies. Their goal was to control crime …,"GL Kelling, MH Moore",the evolving strategy of policing
160,The Baltimore community policing experiment,1989,"Washington, DC: Police Foundation","… of calls for service and recorded crime data to determine if trends or levels were affected by program implementation. The most significant result of the experiment was that ombudsman policing, when practiced full-time, produced great improvements in evaluations of police …","AM Pate, S Annan",the baltimore community policing experiment
172,Baltimore community policing experiment: Summary report,1989,"Washington, DC: US","… Monthly calls for police service and crime data were also analyzed. The results indicated that ombudsman policing, when practiced with a full-time staff, produced highly significant improvements in public evaluations of police effectiveness and behavior, reduced perceptions …","AM Pate, SO Annan",baltimore community policing experiment summary report
222,Community policing: A practical guide for police officials,1989,NA,"… inef- fective came in the form of a widespread fear of crime among citizens, record-high crime rates, and record-high prison populations despite the availability of more officers and more funds for law enforcement efforts … The benefits of community policing to the police are as …",LP Brown,community policing a practical guide for police officials
223,Repeat calls for service: policing the «hot spots»,1989,Police and policing: Contemporary issues,NA,LW Sherman,repeat calls for service policing the hot spots
284,Domestic violence: an overview of the literature,1989,NA,"… Legal remedies are then considered, as well as police reaction (response time to calls for assistance, arrests, crisis intervention, referral to other agencies, and attitudes). The prosecution process is detailed, with various offender treatment programs noted …",LJF Smith,domestic violence an overview of the literature
293,"Sitting ducks, ravenous wolves and helping hands: New approaches to urban policing",1989,NA,"… John E. Eck is Associate Director for Re- search at the Police Executive Research Forum and project director for the forum's problem- oriented policing project … Police continued to respond to calls for service, and attempted (usually without success) to arrest and …","W Spelman, JE Eck",sitting ducks ravenous wolves and helping hands new approaches to urban policing
479,Making neighborhoods safe,1989,Atlantic Monthly,"… For decades the police had wearily answered calls for assistance and had investigated crimes in New Briarfield … called community-oriented policing. The conventional police strategy is ""incident-oriented""--a citizen calls to report an incident, such as a burglary, and the police …","JQ Wilson, GL Kelling",making neighborhoods safe
609,The police on patrol,1989,Police and policing: Contemporary issues,NA,GW Cordner,the police on patrol
666,Testing the validity of a queueing model of police patrol,1989,Management Science,"… TESTING VALIDITY OF POLICE PATROL QUEUEING MODEL I31 TABLE 1 Counts of Calls for Police Service by Priority and … mentioned previously, a car is not available to patrol and respond to calls for service at all … 3. In New York City, police cars in the ﬁeld are not all “ordinary …","L Green, P Kolesar",testing the validity of a queueing model of police patrol
828,The influence of research on policing,1989,Critical issues in policing,NA,J Petersilia,the influence of research on policing
858,Introduction to police administration,1989,NA,"… NCJ Number: 113046 Find in a Library. Title: Introduction to Police Administration … Annotation: This introductory text examines police administration (PA) from traditional, systems, structural, behavioral, work process, and organizational effectiveness perspectives …","R Sheehan, GW Cordner",introduction to police administration
909,A break from tradition for the San Francisco police: Patrol officer scheduling using an optimization-based decision support system,1989,Interfaces,"… The CAD system is used to dispatch patrol of- ficers to calls for service and to maintain operating statistics, such as call types, waiting times, travel times, and total time consumed in servicing calls. The long—term goal in deploying and scheduling police is to minimize the num …","PE Taylor, SJ Huxley",a break from tradition for the san francisco police patrol officer scheduling using an optimizationbased decision support system
950,Hot spots of predatory crime: Routine activities and the criminology of place,1989,Criminology,"… 197 l), and the literature on the deterrent threat of official and unofficial policing (eg, Sherman … City neighborhoods found several types of reported crimes to be highly correlated with related calls for service … few “hot spots.” Just over half (50.4%) of all calls to the police for which …","LW Sherman, PR Gartin, ME Buerger",hot spots of predatory crime routine activities and the criminology of place
67,Police and communities: The quiet revolution,1988,NA,… Many police and academics believe this to be the most serious problem facing cities implementing community policing. Modern police departments have achieved an impressive capacity to respond quickly to calls for service …,GL Kelling,police and communities the quiet revolution
77,What Works--research and the Police,1988,NA,"… matters, despite the fact that many police believe that their primary purpose is criminal law enforcement … More and More Experiments A series of experiments in policing followed. Relatively few police practices had previously been tested, and once the idea of experimentation …",GL Kelling,what worksresearch and the police
148,Crime and policing,1988,NA,"… informants, covert surveillance, and undercover investigations rather than responses to calls for service.' In the … where society's stake in preventing crimes seems particularly great, the police have created … It is not strictly accurate, then, to characterize modem policing as entirely …","MH Moore, RC Trojanowicz, GL Kelling",crime and policing
234,Anticipating rank and file police reactions to arrest policies regarding spouse abuse,1988,Criminal Justice Research,"… Research indicates that police officers ignore calls for service and fail to arrest abusers because they believe 'arresting offenders invites more violence,' and that 'the man is the boss and the female is the subordinate.' Arrest policy proponents argue that protecting domestic …",M Steinman,anticipating rank and file police reactions to arrest policies regarding spouse abuse
301,Police chiefs and sheriffs rank their criminal justice needs,1988,"Washington, DC: National Institute of Justice, US …","… 4 shows the victims (by crime type) most commonly served by law enforcement victim assistance … calls for service are call prioritization systems, differen- tial police response projects … Directed patrol, community-oriented policing, and improved crime analysis capabilities are also …","B Manili, E Connors",police chiefs and sheriffs rank their criminal justice needs
369,"Community problems, problem communities, and community policing in Toronto",1988,Journal of Research in Crime and Delinquency,… policing model about unresponsive or unaware police is therefore not about the quantity of police response but more accurately about the quality and nature of police response. By emphasizing that not all policing problems are defined by individual calls for service and are …,C Murphy,community problems problem communities and community policing in toronto
390,Police response to domestic violence: Final report,1988,"Washington, DC: bureau of justice Statistics",… Abstract: Police logs were examined to learn the actual nature and extent of calls for service for different time periods during the day. Officers also completed a 1-page incident reporting form. The eight police departments varied …,"WM Holmes, D Bibel",police response to domestic violence final report
572,Theme and variation in community policing,1988,Crime and justice,… Community policing thus imposes a new responsibility on the police to devise appropriate ways for associat- ing the public with law enforcement and the maintenance of order … C. Increased Police Accountability Community policing in practice involves not only …,"JH Skolnick, DH Bayley",theme and variation in community policing
594,Humor in the briefing room: A study of the strategic uses of humor among police,1988,Journal of contemporary …,"… forms of humor we have identified are grounded in the natural work experiences of policing … They were more often called on to perform social-service functions than law enforcement duties … To patrol officers oriented to “real” police work, many citizens calls for service seemed …","MR Pogrebin, ED Poole",humor in the briefing room a study of the strategic uses of humor among police
651,Policing and the fear of crime,1988,NA,"… 31 (1) a police community newsletter; (2) a coordinated community policing program that included a directed police citizen contact program, a neighborhood community police center, neighborhood cleanup activities, and intensified law enforcement and order …","MH Moore, RC Trojanowicz",policing and the fear of crime
716,Climatological conditions and crime: The forecast is…?,1988,Justice Quarterly,"… Other computerized reports concern calls for service, not merely crimes and the times of … factor in promoting human activity, rest- lessness, deviant behavior, or calls for police service, as shown … in their results, however, are traffic accidents and calls for assistance and complaints …","SP Lab, JD Hirschel",climatological conditions and crime the forecast is
770,The London metropolitan police and their clients: victim and suspect attitudes,1988,Journal of Research in Crime and …,"… the 1982 British Crime Survey, they examine contacts and attitudes toward police for a … Though policing may be more uniform across municipalities and countries in Britain than it … experiences among a more homogeneous group, those served by a single law enforcement agency …",MG Maxfield,the london metropolitan police and their clients victim and suspect attitudes
811,Computer applications in US law enforcement,1988,"Computers, Environment and Urban Systems","… More Page 11. Computer Applications in US Law Enforcement 47 specifically, a proactive or, in Larson's (1985) terms, intelligent CAD would be effective in: ● Checking the validity of calls for service; ● Efficiently allocating patrol resources in a … of police demand …",JM Tien,computer applications in us law enforcement
822,The development of the community patrol officer program: Community-oriented policing in the New York City Police Department,1988,Community policing: Rhetoric or reality,NA,MJ Farrell,the development of the community patrol officer program communityoriented policing in the new york city police department
875,Symbolic communication: Signifying calls and the police response,1988,NA,"… The Law Enforcement Assistance Administration funded research on crime control with Mary Ann … capacity to provide a similar technological infrastructure for defense, policing, and industry … The police communications problem is somewhat more than a merely technological one …","PK Manning, PK Manning",symbolic communication signifying calls and the police response
886,Efficiency and effectiveness in Australian policing,1988,NA,"… which suggest that some of the conventional assumptions underlying very expensive law enforcement strategies may … Conversely, those studies which identify successful innovations in policing do not necessarily guarantee that … But they do merit the attention of police executives …",PN Grabosky,efficiency and effectiveness in australian policing
896,Efficiency and effectiveness in Australian policing,1988,NA,"… which suggest that some of the conventional assumptions underlying very expensive law enforcement strategies may … Conversely, those studies which identify successful innovations in policing do not necessarily guarantee that … But they do merit the attention of police executives …",PN Grabosky,efficiency and effectiveness in australian policing
